"codigo";"cod_pri";"primario";"secundario";"descricao"
"10723";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Atividade - GATA"
"10724";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Incentivo à Docência - GID"
"10725";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Produção Suplementar - GPS"
"10726";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação Eleitoral"
"10727";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Inatividade"
"10728";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação Extraordinária - GE"
"10729";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Função - GADF"
"10730";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Adicional de Desempenho"
"10731";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Adicional de Sexta-Parte"
"10732";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Agentes Políticos";"Parlamentares | Remuneração | Verba de Representação"
"10733";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Militar";"Sistema Remuneratório e Benefícios | Isonomia | Extensão de Vantagem aos Inativos"
"10734";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Atos Processuais";"Nulidade | Nulidade - Não Observância da Reserva de Plenário"
"10735";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Formação, Suspensão e Extinção do Processo";"Extinção do Processo Sem Resolução de Mérito | Ausência de Interesse Processual"
"10736";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Formação, Suspensão e Extinção do Processo";"Extinção do Processo Sem Resolução de Mérito | Legitimidade para a Causa"
"10737";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Formação, Suspensão e Extinção do Processo";"Extinção do Processo Sem Resolução de Mérito | Ausência de Pressupostos de Constituição e Desenvolvimento "
"10738";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Recurso";"Sobrestamento"
"10739";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF"
"10740";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Partido Político"
"10741";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Criação do Partido Político"
"10743";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Registro do Partido Político"
"10744";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Extinção do Partido Político"
"10745";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Filiação partidária"
"10746";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Convenção para escolha de candidatos"
"10747";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Inscrição fraudulenta "
"10748";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Calúnia"
"10749";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Difamação"
"10750";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Injúria"
"10751";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Captação ilícita de votos ou corrupção eleitoral"
"10752";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Aliciamento eleitoral"
"10753";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Falso eleitoral"
"10754";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Desobediência à determinações da Justiça Eleitoral"
"10755";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Boca de urna"
"10756";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Indução à inscrição indevida"
"10757";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Partido Político";"Fidelidade partidária"
"10760";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Plebiscito";"Plebiscito"
"10762";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Referendo popular";"Referendo popular"
"10763";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleição"
"10764";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Sistema Majoritário / Proporcional"
"10765";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Número de vagas"
"10766";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor"
"10767";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura"
"10768";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral"
"10769";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito"
"10770";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Diplomação"
"10771";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Número de vagas | fixação"
"10772";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Número de vagas | aumento"
"10773";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Número de vagas | redução"
"10774";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor | Alistamento"
"10775";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor | Domicílio eleitoral"
"10776";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor | Isenção do dever eleitoral"
"10777";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor | Justificação de ausência de voto"
"10778";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Eleitor | Alistamento | Cancelamento da inscrição de eleitor"
"10779";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura | Desincompatibilização do candidato"
"10780";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura | Inelegibilidade"
"10781";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura | Reeleição"
"10782";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura | Cassação do registro da candidatura"
"10783";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Registro da candidatura | Anistia"
"10784";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Propaganda eleitoral"
"10785";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Direito de resposta"
"10786";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Prestação de contas"
"10787";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Pesquisa eleitoral"
"10788";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Abuso do poder econômico"
"10789";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Abuso do poder político (uso indevido dos meios de comunicação)"
"10790";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Campanha Eleitoral | Uso de bem público"
"10791";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Sistema eletrônico de votação"
"10792";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Sigilo na votação"
"10793";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Apuração/recontagem de votos"
"10794";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Nulidade da votação"
"10795";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Quociente eleitoral"
"10796";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Transporte em dia de eleição"
"10797";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Pleito | Boca de urna"
"10798";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Diplomação | Cassação do diploma"
"10799";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Eleição";"Diplomação | Sustação da diplomação"
"10800";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Mandato"
"10801";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Prestação de contas"
"10802";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Declaração de inelegibilidade"
"10803";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Impugnação de mandato eletivo"
"10804";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Perda do mandato"
"10805";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Recondução"
"10806";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Suspensão de mandato"
"10807";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Convocação de suplente"
"10808";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Renúncia"
"10809";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Extinção do mandato"
"10810";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Afastamento do cargo"
"10811";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Cassação de mandato"
"10812";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Extinção do mandato | Por cumulação de cargos"
"10813";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Extinção do mandato | Por condenação criminal"
"10814";"10739";"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF";"Mandato";"Extinção do mandato | Por suspensão dos direitos políticos"
"10815";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Desordem eleitoral"
"10816";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Falsificação de documento público para fins eleitorais"
"10817";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Uso de documento falso"
"10818";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Obtenção de documento falso"
"10819";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Aliciamento de eleitores"
"10820";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Divulgação de pesquisa de fraudulenta"
"10821";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Impedimento à fiscalização das pesquisas"
"10822";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Publicação de pesquisa irregular"
"10823";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Uso de símbolos governamentais em propaganda eleitoral"
"10824";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Coação eleitoral"
"10825";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Aliciamento violento de eleitores"
"10826";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Aliciamento comercial de eleitores"
"10827";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Eleitorais | Ocultação de urna"
"10830";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Motim"
"10831";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Pederastia ou outro ato de libidinagem"
"10832";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Roubo"
"10833";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Estelionato"
"10834";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Incêndio"
"10835";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Peculato"
"10836";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Concussão"
"10837";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Corrupção ativa"
"10838";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Prevaricação"
"10839";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Deserção"
"10840";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Homicídio"
"10841";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Lesões Corporais"
"10842";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Lesões Corporais | Lesão levíssima"
"10843";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Difamação"
"10844";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Injúria"
"10845";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Homicídio | Homicídio simples"
"10846";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Homicídio | Homicídio qualificado"
"10847";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Lesões Corporais | Leve"
"10848";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Lesões Corporais | Grave"
"10849";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Lesões Corporais | Lesões qualificadas pelo resultado"
"10850";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Roubo | Roubo simples"
"10851";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Roubo | Roubo qualificado"
"10852";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes Militares | Latrocínio"
"10854";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Categorias Especiais de Servidor Público | Auditores Fiscais"
"10855";"899";"DIREITO CIVIL";"Obrigações";"Inadimplemento | Comissão de Permanência"
"10856";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Serviços";"Saúde | Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos | Prescrição por Médico não vinculado ao SUS"
"10857";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade de Seguridade Social e do Trabalho - GDASST"
"10858";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade de Ciência e Tecnologia - GDACT"
"10859";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Prisão Civil | Alimentos"
"10860";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Prisão Civil | Depositário Infiel"
"10861";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Prisão Civil | Alienação Fiduciária"
"10862";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Intervenção no Domínio Econômico";"Proteção à Livre Concorrência | Proibição de Privilégio Fiscal às Empresas Públicas e Sociedades de Economia Mista"
"10863";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Formação, Suspensão e Extinção do Processo";"Extinção do Processo Sem Resolução de Mérito | Legitimidade para a Causa | Ausência de Legitimidade para propositura de Ação Civil Pública"
"10864";"1209";"DIREITO PROCESSUAL PENAL";"Execução Penal e de Medidas Alternativas";"Pena Privativa de Liberdade | Progressão de Regime | Crimes Hediondos"
"10865";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Cerceamento de Defesa"
"10866";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Ausência de Publicidade"
"10867";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Ausência de Fundamentação"
"10868";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Organização Político-administrativa / Administração Pública";"Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos"
"10869";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Precatório | Parcela Incontroversa"
"10870";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Responsabilidade da Administração";"Indenização por Dano Moral | Cancelamento / Duplicidade de CPF"
"10871";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IPI/ Imposto sobre Produtos Industrializados | Não Cumulatividade"
"10872";"14";"DIREITO TRIBUTÁRIO";"Impostos";"ICMS/ Imposto sobre Circulação de Mercadorias | Nao Cumulatividade"
"10873";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Sociais | Cofins | Não Cumulatividade"
"10874";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Sociais | PIS | Não Cumulatividade"
"10875";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Adicional de Insalubridade | Base de Cálculo"
